"Country","Number_Ordered","Weapon","Weapon_Type","Date_Ordered","Date_Delivered","Number_Delivered","Comments"
"Netherlands","13.0","Caterpillar-3126","Diesel engine","2008.0","2008","13","For 13 Bushmaster APC from Australia"
"Netherlands","200.0","Paveway","Guided bomb","2008.0","2009-2010","200","EGBU-12 (GBU-49) Paveway-2 version"
"Netherlands","14.0","Caterpillar-3126","Diesel engine","2009.0","2009","14","For 14 Bushmaster APC from Australia"
"Netherlands","9.0","Caterpillar-3126","Diesel engine","2009.0","2009","9","For 9 Bushmaster APC from Australia"
"Netherlands","14.0","Caterpillar-3126","Diesel engine","2009.0","2009","14","For 14 Bushmaster APC from Australia"
"Netherlands","603.0","GBU-39 SDB","Guided bomb","2010.0","2012-2013","603","$44 m deal"
"Netherlands","40.0","Mk-48 Mod-5 ADCAP","AS/ASW torpedo","2010.0","2015-2017","15","Dutch Mk-48 rebuilt to Mk-48-7 version"
"Netherlands","25.0","RQ-21A Blackjack","UAV","2012.0","2014-2015","25",""
"Netherlands","12.0","ScanEagle","UAV","2012.0","2012","12",""
"Netherlands","6.0","ScanEagle","UAV","2012.0","2013","6",""
"Netherlands","100.0","AGM-114K HELLFIRE","Anti-tank missile","2013.0","2016","100",""
"Netherlands","28.0","AIM-9X Sidewinder","SRAAM","2014.0","2016","28","AIM-9X Block-2 version"
"Netherlands","29.0","AAQ-33 Sniper","Aircraft EO system","2015.0","2016-2017","29","Sniper-AT version for use on F-16 combat aircraft"
"Netherlands","300.0","JDAM","Guided bomb","2015.0","2016","300",""
"   ","250.0","AGM-114K HELLFIRE","Anti-tank missile","2016.0","","","Delivery 2021"
"   ","12.0","CH-47F Chinook","Transport helicopter","2016.0","","","$308 m deal; delivery planned from 2019"
"   ","2.0","CH-47F Chinook","Transport helicopter","2017.0","","",""
"   ","4.0","MQ-9 Reaper","UAV/UCAV","2017.0","","","Selected but not yet ordered by end-2017"
"New Zealand","20.0","APG-66","Combat ac radar","1986.0","1988-1991","20","For 'Project Kahu' modernization of 20 New Zealand A-4K and A-4G combat aircraft"
"New Zealand","2.0","LM-2500","Gas turbine","1989.0","1997-1999","2","For 2 MEKO-200 Type (Anzac) frigates from FRG"
"New Zealand","2.0","Mk-45 127mm","Naval gun","1989.0","1997-1999","2","For 2 MEKO-200ANZ (Te Kaha) frigates from FRG"
"New Zealand","60.0","AGM-65 Maverick","ASM","1990.0","1992","60","For modernized A-4K combat aircraft; AGM-65G version"
"New Zealand","25.0","AIM-7P Sparrow","BVRAAM","1991.0","1997-1999","25","For MEKO-200ANZ (Te Kaha) frigates; RIM-7P Sea Sparrow (SAM) version"
"New Zealand","2.0","Mk-41","Naval SAM system","1991.0","1997-1999","2","For 2 MEKO-200ANZ (Te Kaha) frigates from FRG"
"New Zealand","2.0","SPS-49","Air search radar","1993.0","1997-1999","2","For 2 MEKO-200ANZ (Te Kaha) frigates from FRG; AN/SPS-48V(8) version"
"New Zealand","2.0","Mk-15 Phalanx","CIWS","1994.0","1995-1996","2","$17.6 m deal; for modernization of Wellington (Leander) frigates"
"New Zealand","1.0","Bell-205/UH-1H","Helicopter","1996.0","1997","1","Second-hand; 1 more delivered for spares only"
"New Zealand","3.0","SH-2F Seasprite","ASW helicopter","1997.0","1997-1998","3","Second-hand; for use until delivery of SH-2G version and then probably used for spares only (1 more delivered for spare parts only)"
"New Zealand","4.0","SH-2G Super Seasprite","ASW helicopter","1997.0","2001-2002","4","$185 m deal (offsets 36%); SH-2G(NZ) version"
"New Zealand","3.0","King Air","Light transport ac","1998.0","1998","3","Second-hand; bought and operated by civilian company and leased for training and transport"
"New Zealand","1.0","SH-2G Super Seasprite","ASW helicopter","1999.0","2003","1","$23 m deal; SH-2G(NZ) version"
"New Zealand","105.0","Caterpillar-3126","Diesel engine","2001.0","2003-2004","104","For 105 Piranha-3 (LAV-3/NZLAV) APC from Canada"
"New Zealand","102.0","LAV-25 turret","IFV turret","2001.0","2003-2004","102","For 102 Piranha-3 (LAV-3/NZLAV) IFV version from Canada"
"New Zealand","164.0","FGM-148 Javelin","Anti-tank missile","2003.0","2006-2008","164","NZD22-27 m 'Project Crossbow' (incl 24 launchers)"
"New Zealand","8.0","SH-2G Super Seasprite","ASW helicopter","2013.0","2014-2015","8","$242 m deal (incl $120 m for aircraft incl 2 more for spares parts only; originally produced for Australia but cancelled)"
"New Zealand","10.0","FGM-148 Javelin","Anti-tank missile","2014.0","2014","10","Javelin Block-1 version"
"New Zealand","11.0","PC-9","Trainer aircraft","2014.0","2014-2015","11","NZD154 m ($129 m) deal; T-6C version"
"Niger","2.0","Cessna-208 Caravan","Light transport ac","2013.0","2013","2","Part of $11 m aid; Cessna-208B version"
"Niger","1.0","King Air-350 ISR","AGS aircraft","2013.0","2015","1","Second-hand King Air-350 probably modernized and modified to AGS aircraft before delivery "
"Niger","2.0","Cessna-208 Caravan","Light transport ac","2014.0","2015","2","Cessna-208B surveillance version"
"Nigeria","60.0","RV-6","Trainer aircraft","1987.0","1989-1997","60","Assembled from kits in Nigeria; Nigerian designation Air Beetle T-18"
"Nigeria","64.0","12V-71","Diesel engine","1990.0","1992-1994","64","For 64 MBT Mk-3 tanks from UK"
"Nigeria","4.0","Balsam","Cargo ship","2001.0","2002-2003","4","Second-hand; 'SAP' aid; mainly for use as OPV; Nigerian designation Kyanma"
"Nigeria","1.0","Hamilton","OPV","2011.0","2011","1","Second-hand; aid; Nigerian designation Thunder"
"Nigeria","1.0","Hamilton","OPV","2013.0","2014","1","Second-hand; aid"
"Nigeria","3.0","King Air","Light transport ac","2013.0","2014","3","King Air-350 version"
"Nigeria","10.0","Power Stroke","Diesel engine","2013.0","2014","10","For 10 Spartan APC from Canada"
"Nigeria","4.0","Alpha Jet","Trainer/combat ac","2014.0","2015-2016","4","Second-hand"
"Nigeria","16.0","Caiman","APC","2014.0","2016","16","Second-hand; aid"
"Nigeria","10.0","MaxxPro","APC","2014.0","2016","10","Second-hand; aid"
"Nigeria","90.0","Power Stroke","Diesel engine","2016.0","2017","40","For 90 Spartan APC from Canada"
"Nigeria","87.0","VT-400","Diesel engine","2016.0","2017","40","For 87 Typhoon APC from Canada"
"Norway","500.0","AIM-120B AMRAAM","BVRAAM","1996.0","1998-2001","500","$150 m (offsets incl production of components andassembly in Norway); for F-16AM (modernized F-16A) combat aircraft"
"Norway","250.0","RIM-162 ESSM","SAM","2000.0","2006-2013","250","For Nansen frigates; incl production of components in Norway (as part of NATO Sea Sparrow Consortium)"
"Norway","526.0","FGM-148 Javelin","Anti-tank missile","2004.0","2006-2007","526","$86 m deal (incl 90 launchers; offsets incl production of components in Norway)"
"Norway","52.0","F-35A JSF","FGA aircraft","2008.0","2015-2017","10","NOK63 b deal ($11.2 b; incl production of components in Norway); delivery planned 2015-2024; 52 planned"
"Norway","25.0","MPQ-64 Sentinel","Air search radar","1984.0","1988-1990","25","Incl 18 for Norwegian Adapted HAWK (NOAH) SAM systems and 1 for training"
"Norway","7612.0","BGM-71 TOW","Anti-tank missile","1985.0","1987-1995","7612","$126 m deal (incl 300 launchers); BGM-71D TOW-2 version"
"Norway","10.0","RDR-1500","MP aircraft radar","1989.0","1991-1995","10","For 1 Sea King Mk-43B from UK and modernization of 10 Norwegian Sea King Mk-43 helicopters to Mk-43B"
"Norway","136.0","M-113","APC","1991.0","1993","136","Second-hand; M-113A2 version; 'CFE Cascade' aid"
"Norway","56.0","APG-66","Combat ac radar","1993.0","1996-2002","56","For 'Mid-Life Update' (MLU) modernization of 56 F-16A combat aircraft to F-16AM (F-16C) version"
"Norway","210.0","AIM-120A AMRAAM","BVRAAM","1994.0","1995-1997","210","$106 m deal; for NASAMS SAM systems"
"Norway","24.0","MPQ-64 Sentinel","Air search radar","1994.0","1995-1998","24","For Norwegian Advanced Surface-to-Air Missile System (NASAMS)"
"Norway","30.0","M-113","APC","1995.0","1996","30","Second-hand; M-577A2 CP version"
"Norway","126.0","M-113","APC","1995.0","1996","126","Second-hand; M-901 tank destroyer version disarmed in Norway and modified to other versions"
"Norway","12.0","M-270 MLRS 227mm","Self-propelled MRL","1995.0","1997-1998","12","$199 m deal (incl 360 rockets)"
"Norway","304.0","AGM-114A HELLFIRE","Anti-tank missile","1996.0","1996-1999","304","$36 m deal (offsets 100%); from Swedish production line;  Norwegian designation N-HSDS (Swedish designation RBS-17)"
"Norway","300.0","Paveway","Guided bomb","1996.0","1997-1998","300","Paveway-2 version"
"Norway","2.0","RDR-1500","MP aircraft radar","1996.0","1999","2","For 2 Sea King Mk-43B helicopters from UK"
"Norway","12.0","ST-18","Gas turbine","1999.0","2010-2013","12","For 6 Skjold FAC produced in Norway"
"Norway","12.0","ST-40","Gas turbine","1999.0","2010-2013","12","For 6 Skjold FAC produced in Norway"
"Norway","5.0","LM-2500","Gas turbine","2000.0","2006-2011","5","For 5 Nansen frigates from Spain"
"Norway","5.0","Mk-41","Naval SAM system","2000.0","2006-2011","5","For 5 Nansen frigates from Spain"
"Norway","10.0","SPG-62","Fire control radar","2000.0","2006-2011","10","For 5 Nansen frigates from Spain"
"Norway","3.0","SPS-67","Sea search radar","2000.0","2001-2002","3","AN/SPS-67(V)3 version; for modernization of 3 Nordkapp OPV"
"Norway","5.0","SPY-1F","Air search radar","2000.0","2006-2011","5","Part of $500 m deal; part of AEGIS combat system for 5 Nansen frigates from Spain"
"Norway","9.0","AAQ-33 Sniper","Aircraft EO system","2002.0","2003-2004","9","For F-16 combat aircraft"
"Norway","5.0","AAQ-14 LANTIRN","Aircraft EO system","2003.0","2003","5","Possibly loan for use on F-16 combat aircraft in Afghanistan"
"Norway","6.0","AAQ-33 Sniper","Aircraft EO system","2004.0","2005-2006","6","For F-16 combat aircraft"
"Norway","300.0","JDAM","Guided bomb","2006.0","2008-2009","300",""
"Norway","4.0","C-130J-30 Hercules","Transport aircraft","2007.0","2008-2010","4","$608 m deal"
"Norway","72.0","C-7","Diesel engine","2007.0","2008-2009","72","For modernization of 72 M-113 APC to M-113E3"
"Norway","1.0","C-130J-30 Hercules","Transport aircraft","2012.0","2012","1","$83 m deal"
"Norway","50.0","GBU-39 SDB","Guided bomb","2012.0","2014","50",""
"Norway","36.0","AIM-120C AMRAAM","BVRAAM","2014.0","2015-2016","36","AIM-102C-7 version"
"Norway","238.0","JDAM","Guided bomb","2014.0","2015-2016","238","Possibly GBU-38 version"
"Norway","180.0","AIM-9X Sidewinder","SRAAM","2015.0","","",""
"Norway","60.0","AIM-120C AMRAAM","BVRAAM","2017.0","","","AIM-120C-7 version; selected but not yet ordered by end-2017"
"Norway","5.0","P-8A Poseidon","ASW aircraft","2017.0","","","USD1.1-1.8 b deal; delivery planned 2021-2022"
"Oman","100.0","AIM-9L Sidewinder","SRAAM","1990.0","1993-1995","100","For Hawk-100/200 combat/trainer aircraft"
"Oman","12.0","APG-66","Combat ac radar","1990.0","1994-1995","12","For 12 Hawk-200 combat aicraft from from UK"
"Oman","43.0","M-60A3 Patton-2","Tank","1990.0","1990","43","Second-hand"
"Oman","3.0","Bell-206/OH-58","Light helicopter","1993.0","1993","3","Bell-206B version; for training"
"Oman","80.0","6V-53","Diesel engine","1994.0","1995-1997","80","For 80 Piranha APC from UK; 6V-53T version"
"Oman","30.0","M-60A3 Patton-2","Tank","1995.0","1996","30","Second-hand; lease; aid"
"Oman","100.0","BGM-71 TOW","Anti-tank missile","1996.0","1997","100","For use on VBL armoured vehicles"
"Oman","110.0","AIM-9L Sidewinder","SRAAM","1997.0","1998","110",""
"Oman","3.0","M-728 CEV","AEV","1997.0","1997","3","Second-hand; $2.8 m deal"
"Oman","60.0","6BT","Diesel engine","2000.0","2001-2003","60","6BTA-5.9 version; for modernization of 60 Scorpion tanks and Spartan APC; ordered via UK"
"Oman","88.0","6V-53","Diesel engine","2000.0","2001-2003","88","For 88 Piranha APC from UK; 6V-53T version"
"Oman","32.0","T-800","Turboshaft","2000.0","2004-2005","32","For 16 Super Lynx-300 helicopters from UK"
"Oman","562.0","BGM-71 TOW","Anti-tank missile","2001.0","2002-2003","562","BGM-71E TOW-2A version"
"Oman","14.0","AAQ-13 LANTIRN","Combat ac radar","2002.0","2005-2008","14","Part of $1.1 b deal; for F-16 combat aircraft"
"Oman","14.0","AAQ-14 LANTIRN","Aircraft EO system","2002.0","2005-2008","14","Part of $1.1 b deal; for F-16 combat aircraft"
"Oman","80.0","AGM-65 Maverick","ASM","2002.0","2006","80","Part of $1.1 b deal; AGM-65D and AGM-65E version; for F-16C combat aircraft"
"Oman","50.0","AIM-120C AMRAAM","BVRAAM","2002.0","2006","50","Part of $1.1 b deal; for F-16C combat aircraft"
"Oman","100.0","AIM-9M Sidewinder","AIM-9S","2002.0","2006","100","Part of $1.1 b deal; AIM-9M-8/9 version; for F-16C combat aircraft"
"Oman","12.0","F-16C Block-50/52","FGA aircraft","2002.0","2005-2008","12","$224 m deal (part of $1.1 b deal); F-16C Block-50 version"
"Oman","7.0","AAQ-33 Sniper","Aircraft EO system","2003.0","2006","7","For F-16 combat aircraft; Pantera version"
"Oman","84.0","JDAM","Guided bomb","2003.0","2006","84",""
"Oman","20.0","RGM-84 Harpoon","Anti-ship missile","2003.0","2006","20","$22 m deal (part of $1.1 b deal); AGM-84D version; for F-16C combat aircraft"
"Oman","50.0","CBU-97 SFW","Guided bomb","2004.0","2006-2007","50","Incl CBU-105 version"
"Oman","100.0","Paveway","Guided bomb","2004.0","2005","100",""
"Oman","100.0","FGM-148 Javelin","Anti-tank missile","2005.0","2009","100",""
"Oman","100.0","FGM-148 Javelin","Anti-tank missile","2008.0","2010","100","$11 m deal"
"Oman","1.0","C-130J-30 Hercules","Transport aircraft","2009.0","2012","1",""
"Oman","2.0","C-130J Hercules","Transport aircraft","2010.0","2013-2014","2",""
"Oman","12.0","F-16C Block-50/52","FGA aircraft","2011.0","2014","12","$600m deal; F-16C Block-50 version; incl 2 F-16D version"
"Oman","12.0","AAQ-33 Sniper","Aircraft EO system","2012.0","2014","12","$23 m deal; for F-16 combat aircraft"
"Oman","3.0","APG-68","Combat ac radar","2012.0","2014","3","AN/APG-68(V)9 version; spares for F-16 combat aircraft"
"Oman","4.0","DB-110","Aircraft recce system","2012.0","2014","4","$34 m deal; for F-16 combat aircraft"
"Oman","290.0","AIM-120C AMRAAM","BVRAAM","2013.0","2016-2017","290","AIM-120C-7 version for NASAMS SAM system from Norway"
"Oman","27.0","AIM-120C AMRAAM","BVRAAM","2013.0","2014","27","AIM-120C-7 version"
"Oman","50.0","AIM-9X Sidewinder","SRAAM","2013.0","2014","50","$29m deal; AIM-9X Block-2 version"
"Oman","18.0","Avenger","Mobile AD system","2013.0","2016","18","Part of $2.1 b deal"
"Oman","100.0","FGM-148 Javelin","Anti-tank missile","2013.0","2014","100","Javelin Block-1 version"
"Oman","266.0","FIM-92 Stinger","Portable SAM","2013.0","2016","266","For Avenger SAM systems"
"Oman","1.0","MPQ-64 Sentinel","Air search radar","2013.0","2016","1","Part of $2.1 b deal; for NASAMS SAM system from Norway"
"Oman","100.0","BGM-71F TOW-2B","Anti-tank missile","2014.0","2016","100","TOW-2-RF version"
"Pakistan","4.0","LAADS","Air search radar","1989.0","1990","4",""
"Pakistan","775.0","M-113","APC","1989.0","1989-1999","775","M-113A2 version; most assembled from kits (delivered between 1989-1991/1995) in Pakistan"
"Pakistan","1047.0","M-113A3","APC","1998.0","2000-2014","1047",""
"Pakistan","4.0","TPQ-37 Firefinder","Arty locating radar","1985.0","1987-1996","4","Delivery of last embargoed between 1992 and 1995"
"Pakistan","2030.0","BGM-71 TOW","Anti-tank missile","1986.0","1987-1990","2030","$20 m deal; BGM-71C ITOW version"
"Pakistan","360.0","AIM-9L Sidewinder","SRAAM","1988.0","1996","360","$20 m deal; delivery embargoed between 1992 and 1995"
"Pakistan","24.0","M-198 155mm","Towed gun","1988.0","1996","24","$19 m deal; delivery embargoed between 1992 and 1995"
"Pakistan","3.0","P-3C Orion Update-2.5","ASW aircraft","1988.0","1996-1997","3","$139 m deal; delivery embargoed between 1992 and 1995; P-3C Orion Update-2.75 version"
"Pakistan","44.0","RGM-84 Harpoon","Anti-ship missile","1988.0","1990-1991","44","For modernized Gearing (Alamgir) destroyers"
"Pakistan","28.0","RGM-84 Harpoon","Anti-ship missile","1990.0","1996","28","$31 m deal; AGM-84A version for P-3C ASW aircraft; delivery embargoed between 1992 and 1995"
"Pakistan","4.0","TPQ-36 Firefinder","Arty locating radar","1990.0","1996","4","Deal worth $105 m; delivery embargoed between 1992 and 1995"
"Pakistan","5.0","Model-300","Light helicopter","1992.0","1993","5","Schweizer-269C or Schweizer-300C version; for training"
"Pakistan","250.0","6V-53","Diesel engine","2000.0","2005-2006","250","For Talha APC and Al Qaswa ALV produced in Pakistan"
"Pakistan","5.0","Bell-205/UH-1 Huey-2","Helicopter","2001.0","2002","5","Second-hand UH-1H rebuilt to Huey-2 before delivery; part of $73 m US; for Ministry of Interior; aid for Afghan border patrol and anti-narcotics operations"
"Pakistan","3.0","Cessna-208 Caravan","Light transport ac","2001.0","2002","3","For Ministry of Interior; aid for Afghan border patrol and anti-narcotics operations"
"Pakistan","100.0","Paveway","Guided bomb","2001.0","2002","100","Paveway-2 version"
"Pakistan","6.0","CT7","Turboprop","2002.0","2004","6","For 3 CN-235 transport aircraft from Indonesia; CT-7-9C3 version"
"Pakistan","40.0","T-37B","Trainer aircraft","2003.0","2009-2012","40","Second-hand; aid; possibly modernized before delivery; probably 19 more delivered for spare parts"
"Pakistan","12.0","AH-1F Cobra","Combat helicopter","2004.0","2007","12","Second-hand but modernized before delivery; $48 m 'FMF' aid; 20-28 more for spare parts only"
"Pakistan","26.0","Bell-412","Helicopter","2004.0","2004-2005","26","Originally $230 m deal for 2 year lease but given to Pakistan in 2007 (financed with 'CSF' aid); from Canadian production line; for use in 'war on terrorism'; incl some for police; Bell-412EP version"
"Pakistan","2007.0","BGM-71 TOW","Anti-tank missile","2004.0","2006-2008","2007","$82 m deal; TOW-2A version; for AH-1 combat helicopters"
"Pakistan","6.0","C-130E Hercules","Transport aircraft","2004.0","2005-2007","6","Second-hand aircraft sold back to US producer and sold to Pakistan; $64 m or $76 m deal (financed with 'FMF' aid); modernized before delivery; 1 more for spares only"
"Pakistan","300.0","AIM-9M Sidewinder","AIM-9S","2005.0","2007","300","$29 m deal; AIM-9M1/2 version"
"Pakistan","14.0","F-16A","FGA aircraft","2005.0","2005-2008","14","Second-hand (but only used 2-4 years); originally produced for Pakistan but delivery embargoed 1988, taken over by USA 2002 and after few years given as aid to Pakistan); aid"
"Pakistan","7.0","P-3CUP Orion","ASW aircraft","2005.0","2007-2012","7","Second-hand P-3C rebuilt to P-3CUP (paid with $970 m US 'SAP' aid); first 2 delivered without complete systems (to be installed later)"
"Pakistan","50.0","RGM-84L Harpoon-2","Anti-ship MI/SSM","2005.0","2006-2007","50","$63 m deal; incl 40 AGM-84L version"
"Pakistan","6.0","TPS-77","Air search radar","2005.0","2008-2009","6","$89 m or $100 m deal (financed with 'FMF' aid)"
"Pakistan","500.0","JDAM","Guided bomb","2006.0","2010-2011","500",""
"Pakistan","115.0","M-109A5 155mm","Self-propelled gun","2006.0","2007-2010","115","Second-hand; $87 m deal (incl $53-57 m 'FMF' aid)"
"Pakistan","1600.0","Paveway","Guided bomb","2006.0","2010","1600","Incl 700 GBU-12 and 300 GBU-10 version"
"Pakistan","2.0","TF-50","Gas turbine","2006.0","2007-2008","2","For MRTP-33 FAC delivered by Turkey"
"Pakistan","18.0","AAQ-33 Sniper","Aircraft EO system","2007.0","2010","18","For F-16 combat aircraft"
"Pakistan","500.0","AIM-120C AMRAAM","BVRAAM","2007.0","2010-2014","500","$265 m deal; AIM-120C-5 version; for F-16 combat aircraft"
"Pakistan","200.0","AIM-9M Sidewinder","AIM-9S","2007.0","2010","200","AIM-9M8 and AIM-9M9 version; for F-16 combat aircraft"
"Pakistan","35.0","APG-68","Combat ac radar","2007.0","2012-2014","35","APG-68(V)9 version for 'Mid-Life Update' (MLU) modernization of 35 F-16A combat aircraft to F-16C (F-16AM or F-16MLU)"
"Pakistan","4.0","Bell-205/UH-1 Huey-2","Helicopter","2007.0","2008","4","Second-hand UH-1H rebuilt to Huey-2 before delivery; for Ministry of Interior; aid for Afghan border patrol and anti-narcotics operations"
"Pakistan","3198.0","BGM-71 TOW","Anti-tank missile","2007.0","2008-2011","3198","$185 m deal; incl 2776 TOW-2A and 422 TOW-2RF"
"Pakistan","18.0","F-16C Block-50/52","FGA aircraft","2007.0","2010","18","$1.4 b 'Peace Drive 1' deal (part of $3.1 b deal); incl 6 F-16D"
"Pakistan","10.0","RGM-84L Harpoon-2","Anti-ship MI/SSM","2007.0","2009","10","$16 m deal; AGM-84L version; for P-3C ASW aircraft"
"Pakistan","4.0","AAQ-33 Sniper","Aircraft EO system","2008.0","2011","4",""
"Pakistan","5.0","Bell-205/UH-1 Huey-2","Helicopter","2008.0","2009","5","Second-hand UH-1H rebuilt to Huey-2 before delivery; for Ministry of Interior; aid for Afghan border patrol and anti-narcotics operations"
"Pakistan","2.0","King Air-350 ISR","AGS aircraft","2008.0","2011","2","King Air-350 version; aid"
"Pakistan","2.0","Bell-412","Helicopter","2009.0","2010","2","$23-24 m aid, Bell-412EP version"
"Pakistan","2.0","DB-110","Aircraft recce system","2009.0","2009","2","For F-16 combat aircraft"
"Pakistan","10.0","Mi-8MT/Mi-17","Transport helicopter","2009.0","2009","10","Second-hand; Mi-17 version; incl 6 on 5-year lease; aid"
"Pakistan","1.0","RH-800RA/SIG","Reconnaissance ac","2009.0","2010","1","Hawker-850XP version"
"Pakistan","20.0","Cougar","APC","2010.0","2010","20","Buffalo EOD version; aid"
"Pakistan","550.0","M-113","APC","2010.0","2011-2015","550","Second-hand; M-113A2 version; aid"
"Pakistan","1.0","Perry","Frigate","2010.0","2011","1","Second-hand; aid; modernized in $65 m deal before delivery"
"Pakistan","10.0","APG-68","Combat ac radar","2011.0","2014","10","APG-68(V)9 version for 'Mid-Life Update' (MLU) modernization of 10 F-16A combat aircraft to F-16C (F-16AM or F-16MLU)"
"Pakistan","5.0","DB-110","Aircraft recce system","2011.0","2013","5","Part of $72m deal; for F-16 combat aircraft"
"Pakistan","2.0","King Air-350 ISR","AGS aircraft","2011.0","2013","2","King Air-350 ISR version; aid"
"Pakistan","1.0","King Air","Light transport ac","2013.0","2013","1","Second-hand; King Air-350i version"
"Pakistan","22.0","MaxxPro","APC","2013.0","2013","22","Second-hand; aid"
"Pakistan","15.0","ScanEagle","UAV","2013.0","2015","15","$30 m 'FMF' aid"
"Pakistan","1.0","Cessna-208 Caravan","Light transport ac","2014.0","2015","1","Cessan-208B EX version"
"Pakistan","500.0","M-113","APC","2014.0","2015","500","Second-hand; aid; M-113A2 version"
"Pakistan","230.0","MaxxPro","APC","2014.0","2015-2016","230","Second-hand; aid"
"Pakistan","15.0","AAQ-33 Sniper","Aircraft EO system","2015.0","2015-2016","15",""
"Pakistan","1000.0","AGM-114K HELLFIRE","Anti-tank missile","2015.0","","",""
"Pakistan","9.0","AH-1Z Viper","Combat helicopter","2015.0","","","$170 m deal; delivery planned from 2018"
"Pakistan","2.0","Cessna-208 Caravan","Light transport ac","2015.0","2016","2","Cessan-208B EX version"
"Pakistan","2.0","Cessna-208 Caravan","Light transport ac","2015.0","2016","2","Cessna-208B EX version"
"Pakistan","2.0","Cessna-208 Caravan","Light transport ac","2016.0","2016","2","Part of $14 m deal; Cessna-208B EX version; incl for medevac"
"Pakistan","4.0","Cessna-U206","Light aircraft","2016.0","2017","4","Part of $1\u0167?4 m deal; Cessna-206H version"
"Pakistan","2.0","Island","Patrol craft","2016.0","2017","2","Second-hand; aid; for coast guard"
"Pakistan","30.0","MaxxPro","APC","2016.0","","","Second-hand; ARV version"
"Pakistan","4.0","LM-2500","Gas turbine","2017.0","","","For 4 MilGem frigates from Turkey"
"Pakistan","40.0","MaxxPro","APC","2017.0","2017","40","$35 m deal; MaxxPro Dash DXM version"
"Palau","1.0","Cape","Patrol craft","1990.0","1990","1","Second-hand"
"Panama","1.0","Barreminas","Patrol craft","1992.0","1992","1","Second-hand; for coast guard; Panamanian designation Naos"
"Panama","1.0","PA-34 Seneca","Light transport ac","1995.0","1996","1",""
"Panama","6.0","Bell-205/UH-1H","Helicopter","1997.0","1997","6","Second-hand; aid for Police anti-drugs operations"
"Panama","1.0","Bell-412","Helicopter","2008.0","2009","1","Part of $14 m deal (financed by Taiwan); for police; Bell-412EP version; from Canadian production line"
"Panama","3.0","Bell-412","Helicopter","2010.0","2012","3","$24 m deal; for police; Bell-412EP version; from Canadian production line"
"Papua New Guinea","4.0","CT7","Turboprop","1991.0","1991-1992","4","For 2 CN-235 transport aircraft from Spain"
"Paraguay","2.0","Cessna-208 Caravan","Light transport ac","2010.0","2011-2012","2","$3-7 m deal"
"Paraguay","2.0","Cessna-U206","Light aircraft","2012.0","2012-2013","2","Second-hand; $1.1 m deal; Cessna-T206H version"
"Peru","1.0","BD-4","Light aircraft","2009.0","2009","1","BD-4C (BD-4LSA) version; for training; Peruvian designation Kuntur"
"Peru","2.0","King Air Maritime","MP aircraft","1990.0","1991","2",""
"Peru","10.0","F-28","Light helicopter","1991.0","1993","10","F-28F version; for training"
"Peru","6.0","A-37B Dragonfly","Ground attack ac","1992.0","1992","6","Second-hand"
"Peru","11.0","A-37B Dragonfly","Ground attack ac","1995.0","1996","11","Second-hand; aid; for anti-narcotics operations"
"Peru","1.0","Taxiarchos","Tanker","1995.0","1996","1","Second-hand; Peruvian designation Supe"
"Peru","4.0","Metro-3/C-26","Transport aircraft","1996.0","1997","4","Second-hand; aid; C-26 version"
"Peru","6.0","Model-300","Light helicopter","1998.0","1999","6","Schweizer-300C version"
"Peru","1.0","Sealift","Tanker","1998.0","1998","1","Second-hand; Peruvian designation Lobitos"
"Peru","1.0","Cessna-208 Caravan","Light transport ac","2001.0","2001","1",""
"Peru","2.0","A-37B Dragonfly","Ground attack ac","2002.0","2002","2","Second-hand; loan; for anti-narcotics operations; OA-37B version"
"Peru","14.0","Bell-205/UH-1 Huey-2","Helicopter","2002.0","2003-2004","14","$21 m deal; Peruvian police UH-1H rebuilt to Huey-2; aid"
"Peru","2.0","Citation-2","SIGINT aircraft","2002.0","2002","2","Second-hand; loan for anti-narcotics operations"
"Peru","16.0","Bell-205/UH-1 Huey-2","Helicopter","2004.0","2004-2005","16","Second-hand UH-1H rebuilt to Huey-2; aid for police anti-narcotics operations"
"Peru","7.0","Bell-205/UH-1 Huey-2","Helicopter","2004.0","2006","7","Second-hand UH-1H rebuilt to Huey-2; aid for police anti-narcotics operations"
"Peru","6.0","F-28","Light helicopter","2008.0","2009","6","F-28F version"
"Peru","1.0","Cessna-208 Caravan","Light transport ac","2009.0","2009","1","Second-hand"
"Peru","6.0","S-61/H-3A Sea King","Transport helicopter","2009.0","2010-2013","6","Second-hand; $6 m deal; UH-3H version"
"Peru","1.0","Beech-1900/C-12J","Light transport ac","2010.0","2011","1","Second-hand, Beech-1900D version"
"Peru","2.0","Cessna-172/T-41","Trainer/light ac","2010.0","2011","2",""
"Peru","2.0","R-44","Light helicopter","2010.0","2011","2","For training"
"Peru","8.0","AE-2100","Turboprop","2013.0","2015-2017","8","For 4 C-27J transport aircraft from Italy"
"Peru","1.0","Learjet-45","Light transport ac","2013.0","2013","1","Second-hand; Learjet-45XR version"
"Peru","32.0","6V-53","Diesel engine","2014.0","2015-2016","32","For 32 Piranha/LAV-2 APC from Canada"
"Peru","7.0","Cessna-172/T-41","Trainer/light ac","2015.0","2015","7","Cessna-172SP version"
"Peru","2.0","F-28","Light helicopter","2015.0","2015","2","F280FX version"
"Peru","1.0","PA-44 Seminole","Light aircraft","2015.0","2015","1",""
